42.4802	-86.9728	5822
42.4681	-87.0409	5418
42.4566	-87.1046	4892
42.4328	-87.1936	4237
42.4106	-87.2754	3589
42.3933	-87.3375	3292
42.3766	-87.3975	3284
42.3672	-87.4310	3284
42.3510	-87.4898	3284
42.3389	-87.5239	3284
42.3183	-87.5555	3284
42.2773	-87.5994	3284
42.2511	-87.6271	3284
42.2307	-87.6486	3284
42.1937	-87.6874	3277
42.1643	-87.7182	3162
42.1392	-87.7446	2957
42.1151	-87.7700	2743
42.1018	-87.7921	2591
42.0943	-87.8160	2454
42.0919	-87.8556	2263
42.0917	-87.9070	2065
42.0918	-87.9547	2065
42.0919	-88.0047	2057
42.0918	-88.0437	2004
42.0916	-88.0872	1829
42.0915	-88.1290	1669
42.0914	-88.1717	1494
42.0912	-88.2147	1402
42.0910	-88.2592	1303
42.0906	-88.3029	1204
42.0861	-88.3218	1158
42.0701	-88.3380	1151
42.0502	-88.3394	1151
42.0323	-88.3368	1151
42.0201	-88.3235	1151
42.0101	-88.2973	1151
42.0039	-88.2784	1151
42.0022	-88.2549	1151
42.0023	-88.2323	1151
42.0022	-88.1977	1151
42.0026	-88.1773	1151
42.0026	-88.1468	1120
42.0027	-88.1141	968
42.0026	-88.0827	853
42.0027	-88.0527	716
42.0028	-88.0257	594
42.0028	-88.0032	495
42.0028	-87.9978	532
42.0028	-87.9442	229
42.0028	-87.9321	175
42.0029	-87.9168	114
		
		
